a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16
568,,12348500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12373000,,,,,,569,569,ranked_up_11,RANK/PRESTIGE_11
569,,12373000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12397500,,,,,,570,570,ranked_up_11,RANK/PRESTIGE_11
570,,12397500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12422000,,,,,,571,571,ranked_up_11,RANK/PRESTIGE_11
571,,12422000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12446500,,,,,,572,572,ranked_up_11,RANK/PRESTIGE_11
572,,12446500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12471000,,,,,,573,573,ranked_up_11,RANK/PRESTIGE_11
573,,12471000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12495500,,,,,,574,574,ranked_up_11,RANK/PRESTIGE_11
574,,12495500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12520000,,,,,,575,575,ranked_up_11,RANK/PRESTIGE_11
575,,12520000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12544500,,,,,,576,576,ranked_up_11,RANK/PRESTIGE_11
576,,12544500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12569000,,,,,,577,577,ranked_up_11,RANK/PRESTIGE_11
577,,12569000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12593500,,,,,,578,578,ranked_up_11,RANK/PRESTIGE_11
578,,12593500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12618000,,,,,,579,579,ranked_up_11,RANK/PRESTIGE_11
579,,12618000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12642500,,,,,,580,580,ranked_up_11,RANK/PRESTIGE_11
580,,12642500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12667000,,,,,,581,581,ranked_up_11,RANK/PRESTIGE_11
581,,12667000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12691500,,,,,,582,582,ranked_up_11,RANK/PRESTIGE_11
582,,12691500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12716000,,,,,,583,583,ranked_up_11,RANK/PRESTIGE_11
583,,12716000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12740500,,,,,,584,584,ranked_up_11,RANK/PRESTIGE_11
584,,12740500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12765000,,,,,,585,585,ranked_up_11,RANK/PRESTIGE_11
585,,12765000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12789500,,,,,,586,586,ranked_up_11,RANK/PRESTIGE_11
586,,12789500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12814000,,,,,,587,587,ranked_up_11,RANK/PRESTIGE_11
587,,12814000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12838500,,,,,,588,588,ranked_up_11,RANK/PRESTIGE_11
588,,12838500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12863000,,,,,,589,589,ranked_up_11,RANK/PRESTIGE_11
589,,12863000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12887500,,,,,,590,590,ranked_up_11,RANK/PRESTIGE_11
590,,12887500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12912000,,,,,,591,591,ranked_up_11,RANK/PRESTIGE_11
591,,12912000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12936500,,,,,,592,592,ranked_up_11,RANK/PRESTIGE_11
592,,12936500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12961000,,,,,,593,593,ranked_up_11,RANK/PRESTIGE_11
593,,12961000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,12985500,,,,,,594,594,ranked_up_11,RANK/PRESTIGE_11
594,,12985500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,13010000,,,,,,595,595,ranked_up_11,RANK/PRESTIGE_11
595,,13010000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,13034500,,,,,,596,596,ranked_up_11,RANK/PRESTIGE_11
596,,13034500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,13059000,,,,,,597,597,ranked_up_11,RANK/PRESTIGE_11
597,,13059000,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,13083500,,,,,,598,598,ranked_up_11,RANK/PRESTIGE_11
598,,13083500,24500,RANK/PRESTIGE_11,RANK/PRESTIGE_11,,13108000,,,,,,599,599,ranked_up_11,RANK/PRESTIGE_11
599,,13108000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13132500,,,,,,600,600,ranked_up_11,RANK/PRESTIGE_12
600,,13132500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13157000,,,,,,601,601,ranked_up_11,RANK/PRESTIGE_12
601,,13157000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13181500,,,,,,602,602,ranked_up_11,RANK/PRESTIGE_12
602,,13181500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13206000,,,,,,603,603,ranked_up_11,RANK/PRESTIGE_12
603,,13206000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13230500,,,,,,604,604,ranked_up_11,RANK/PRESTIGE_12
604,,13230500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13255000,,,,,,605,605,ranked_up_11,RANK/PRESTIGE_12
605,,13255000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13279500,,,,,,606,606,ranked_up_11,RANK/PRESTIGE_12
606,,13279500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13304000,,,,,,607,607,ranked_up_11,RANK/PRESTIGE_12
607,,13304000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13328500,,,,,,608,608,ranked_up_11,RANK/PRESTIGE_12
608,,13328500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13353000,,,,,,609,609,ranked_up_11,RANK/PRESTIGE_12
609,,13353000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13377500,,,,,,610,610,ranked_up_11,RANK/PRESTIGE_12
610,,13377500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13402000,,,,,,611,611,ranked_up_11,RANK/PRESTIGE_12
611,,13402000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13426500,,,,,,612,612,ranked_up_11,RANK/PRESTIGE_12
612,,13426500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13451000,,,,,,613,613,ranked_up_11,RANK/PRESTIGE_12
613,,13451000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13475500,,,,,,614,614,ranked_up_11,RANK/PRESTIGE_12
614,,13475500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13500000,,,,,,615,615,ranked_up_11,RANK/PRESTIGE_12
615,,13500000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13524500,,,,,,616,616,ranked_up_11,RANK/PRESTIGE_12
616,,13524500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13549000,,,,,,617,617,ranked_up_11,RANK/PRESTIGE_12
617,,13549000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13573500,,,,,,618,618,ranked_up_11,RANK/PRESTIGE_12
618,,13573500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13598000,,,,,,619,619,ranked_up_11,RANK/PRESTIGE_12
619,,13598000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13622500,,,,,,620,620,ranked_up_11,RANK/PRESTIGE_12
620,,13622500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13647000,,,,,,621,621,ranked_up_11,RANK/PRESTIGE_12
621,,13647000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13671500,,,,,,622,622,ranked_up_11,RANK/PRESTIGE_12
622,,13671500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13696000,,,,,,623,623,ranked_up_11,RANK/PRESTIGE_12
623,,13696000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13720500,,,,,,624,624,ranked_up_11,RANK/PRESTIGE_12
624,,13720500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13745000,,,,,,625,625,ranked_up_11,RANK/PRESTIGE_12
625,,13745000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13769500,,,,,,626,626,ranked_up_11,RANK/PRESTIGE_12
626,,13769500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13794000,,,,,,627,627,ranked_up_11,RANK/PRESTIGE_12
627,,13794000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13818500,,,,,,628,628,ranked_up_11,RANK/PRESTIGE_12
628,,13818500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13843000,,,,,,629,629,ranked_up_11,RANK/PRESTIGE_12
629,,13843000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13867500,,,,,,630,630,ranked_up_11,RANK/PRESTIGE_12
630,,13867500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13892000,,,,,,631,631,ranked_up_11,RANK/PRESTIGE_12
631,,13892000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13916500,,,,,,632,632,ranked_up_11,RANK/PRESTIGE_12
632,,13916500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13941000,,,,,,633,633,ranked_up_11,RANK/PRESTIGE_12
633,,13941000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13965500,,,,,,634,634,ranked_up_11,RANK/PRESTIGE_12
634,,13965500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,13990000,,,,,,635,635,ranked_up_11,RANK/PRESTIGE_12
635,,13990000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14014500,,,,,,636,636,ranked_up_11,RANK/PRESTIGE_12
636,,14014500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14039000,,,,,,637,637,ranked_up_11,RANK/PRESTIGE_12
637,,14039000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14063500,,,,,,638,638,ranked_up_11,RANK/PRESTIGE_12
638,,14063500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14088000,,,,,,639,639,ranked_up_11,RANK/PRESTIGE_12
639,,14088000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14112500,,,,,,640,640,ranked_up_11,RANK/PRESTIGE_12
640,,14112500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14137000,,,,,,641,641,ranked_up_11,RANK/PRESTIGE_12
641,,14137000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14161500,,,,,,642,642,ranked_up_11,RANK/PRESTIGE_12
642,,14161500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14186000,,,,,,643,643,ranked_up_11,RANK/PRESTIGE_12
643,,14186000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14210500,,,,,,644,644,ranked_up_11,RANK/PRESTIGE_12
644,,14210500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14235000,,,,,,645,645,ranked_up_11,RANK/PRESTIGE_12
645,,14235000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14259500,,,,,,646,646,ranked_up_11,RANK/PRESTIGE_12
646,,14259500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14284000,,,,,,647,647,ranked_up_11,RANK/PRESTIGE_12
647,,14284000,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14308500,,,,,,648,648,ranked_up_11,RANK/PRESTIGE_12
648,,14308500,24500,RANK/PRESTIGE_12,RANK/PRESTIGE_12,,14333000,,,,,,649,649,ranked_up_11,RANK/PRESTIGE_12
649,,14333000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14357500,,,,,,650,650,ranked_up_11,RANK/PRESTIGE_13
650,,14333000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14357500,,,,,,651,651,ranked_up_11,RANK/PRESTIGE_13
651,,14357500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14382000,,,,,,652,652,ranked_up_11,RANK/PRESTIGE_13
652,,14382000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14406500,,,,,,653,653,ranked_up_11,RANK/PRESTIGE_13
653,,14406500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14431000,,,,,,654,654,ranked_up_11,RANK/PRESTIGE_13
654,,14431000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14455500,,,,,,655,655,ranked_up_11,RANK/PRESTIGE_13
655,,14455500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14480000,,,,,,656,656,ranked_up_11,RANK/PRESTIGE_13
656,,14480000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14504500,,,,,,657,657,ranked_up_11,RANK/PRESTIGE_13
657,,14504500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14529000,,,,,,658,658,ranked_up_11,RANK/PRESTIGE_13
658,,14529000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14553500,,,,,,659,659,ranked_up_11,RANK/PRESTIGE_13
659,,14553500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14578000,,,,,,660,660,ranked_up_11,RANK/PRESTIGE_13
660,,14578000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14602500,,,,,,661,661,ranked_up_11,RANK/PRESTIGE_13
661,,14602500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14627000,,,,,,662,662,ranked_up_11,RANK/PRESTIGE_13
662,,14627000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14651500,,,,,,663,663,ranked_up_11,RANK/PRESTIGE_13
663,,14651500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14676000,,,,,,664,664,ranked_up_11,RANK/PRESTIGE_13
664,,14676000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14700500,,,,,,665,665,ranked_up_11,RANK/PRESTIGE_13
665,,14700500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14725000,,,,,,666,666,ranked_up_11,RANK/PRESTIGE_13
666,,14725000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14749500,,,,,,667,667,ranked_up_11,RANK/PRESTIGE_13
667,,14749500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14774000,,,,,,668,668,ranked_up_11,RANK/PRESTIGE_13
668,,14774000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14798500,,,,,,669,669,ranked_up_11,RANK/PRESTIGE_13
669,,14798500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14823000,,,,,,670,670,ranked_up_11,RANK/PRESTIGE_13
670,,14823000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14847500,,,,,,671,671,ranked_up_11,RANK/PRESTIGE_13
671,,14847500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14872000,,,,,,672,672,ranked_up_11,RANK/PRESTIGE_13
672,,14872000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14896500,,,,,,673,673,ranked_up_11,RANK/PRESTIGE_13
673,,14896500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14921000,,,,,,674,674,ranked_up_11,RANK/PRESTIGE_13
674,,14921000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14945500,,,,,,675,675,ranked_up_11,RANK/PRESTIGE_13
675,,14945500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14970000,,,,,,676,676,ranked_up_11,RANK/PRESTIGE_13
676,,14970000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,14994500,,,,,,677,677,ranked_up_11,RANK/PRESTIGE_13
677,,14994500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15019000,,,,,,678,678,ranked_up_11,RANK/PRESTIGE_13
678,,15019000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15043500,,,,,,679,679,ranked_up_11,RANK/PRESTIGE_13
679,,15043500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15068000,,,,,,680,680,ranked_up_11,RANK/PRESTIGE_13
680,,15068000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15092500,,,,,,681,681,ranked_up_11,RANK/PRESTIGE_13
681,,15092500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15117000,,,,,,682,682,ranked_up_11,RANK/PRESTIGE_13
682,,15117000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15141500,,,,,,683,683,ranked_up_11,RANK/PRESTIGE_13
683,,15141500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15166000,,,,,,684,684,ranked_up_11,RANK/PRESTIGE_13
684,,15166000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15190500,,,,,,685,685,ranked_up_11,RANK/PRESTIGE_13
685,,15190500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15215000,,,,,,686,686,ranked_up_11,RANK/PRESTIGE_13
686,,15215000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15239500,,,,,,687,687,ranked_up_11,RANK/PRESTIGE_13
687,,15239500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15264000,,,,,,688,688,ranked_up_11,RANK/PRESTIGE_13
688,,15264000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15288500,,,,,,689,689,ranked_up_11,RANK/PRESTIGE_13
689,,15288500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15313000,,,,,,690,690,ranked_up_11,RANK/PRESTIGE_13
690,,15313000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15337500,,,,,,691,691,ranked_up_11,RANK/PRESTIGE_13
691,,15337500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15362000,,,,,,692,692,ranked_up_11,RANK/PRESTIGE_13
692,,15362000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15386500,,,,,,693,693,ranked_up_11,RANK/PRESTIGE_13
693,,15386500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15411000,,,,,,694,694,ranked_up_11,RANK/PRESTIGE_13
694,,15411000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15435500,,,,,,695,695,ranked_up_11,RANK/PRESTIGE_13
695,,15435500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15460000,,,,,,696,696,ranked_up_11,RANK/PRESTIGE_13
696,,15460000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15484500,,,,,,697,697,ranked_up_11,RANK/PRESTIGE_13
697,,15484500,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15509000,,,,,,698,698,ranked_up_11,RANK/PRESTIGE_13
698,,15509000,24500,RANK/PRESTIGE_13,RANK/PRESTIGE_13,,15533500,,,,,,699,699,ranked_up_11,RANK/PRESTIGE_13
699,,15533500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15558000,,,,,,700,700,ranked_up_11,RANK/PRESTIGE_13
700,,15558000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15582500,,,,,,701,701,ranked_up_11,RANK/PRESTIGE_14
701,,15582500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15607000,,,,,,702,702,ranked_up_11,RANK/PRESTIGE_14
702,,15607000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15631500,,,,,,703,703,ranked_up_11,RANK/PRESTIGE_14
703,,15631500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15656000,,,,,,704,704,ranked_up_11,RANK/PRESTIGE_14
704,,15656000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15680500,,,,,,705,705,ranked_up_11,RANK/PRESTIGE_14
705,,15680500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15705000,,,,,,706,706,ranked_up_11,RANK/PRESTIGE_14
706,,15705000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15729500,,,,,,707,707,ranked_up_11,RANK/PRESTIGE_14
707,,15729500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15754000,,,,,,708,708,ranked_up_11,RANK/PRESTIGE_14
708,,15754000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15778500,,,,,,709,709,ranked_up_11,RANK/PRESTIGE_14
709,,15778500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15803000,,,,,,710,710,ranked_up_11,RANK/PRESTIGE_14
710,,15803000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15827500,,,,,,711,711,ranked_up_11,RANK/PRESTIGE_14
711,,15827500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15852000,,,,,,712,712,ranked_up_11,RANK/PRESTIGE_14
712,,15852000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15876500,,,,,,713,713,ranked_up_11,RANK/PRESTIGE_14
713,,15876500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15901000,,,,,,714,714,ranked_up_11,RANK/PRESTIGE_14
714,,15901000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15925500,,,,,,715,715,ranked_up_11,RANK/PRESTIGE_14
715,,15925500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15950000,,,,,,716,716,ranked_up_11,RANK/PRESTIGE_14
716,,15950000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15974500,,,,,,717,717,ranked_up_11,RANK/PRESTIGE_14
717,,15974500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,15999000,,,,,,718,718,ranked_up_11,RANK/PRESTIGE_14
718,,15999000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16023500,,,,,,719,719,ranked_up_11,RANK/PRESTIGE_14
719,,16023500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16048000,,,,,,720,720,ranked_up_11,RANK/PRESTIGE_14
720,,16048000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16072500,,,,,,721,721,ranked_up_11,RANK/PRESTIGE_14
721,,16072500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16097000,,,,,,722,722,ranked_up_11,RANK/PRESTIGE_14
722,,16097000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16121500,,,,,,723,723,ranked_up_11,RANK/PRESTIGE_14
723,,16121500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16146000,,,,,,724,724,ranked_up_11,RANK/PRESTIGE_14
724,,16146000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16170500,,,,,,725,725,ranked_up_11,RANK/PRESTIGE_14
725,,16170500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16195000,,,,,,726,726,ranked_up_11,RANK/PRESTIGE_14
726,,16195000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16219500,,,,,,727,727,ranked_up_11,RANK/PRESTIGE_14
727,,16219500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16244000,,,,,,728,728,ranked_up_11,RANK/PRESTIGE_14
728,,16244000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16268500,,,,,,729,729,ranked_up_11,RANK/PRESTIGE_14
729,,16268500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16293000,,,,,,730,730,ranked_up_11,RANK/PRESTIGE_14
730,,16293000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16317500,,,,,,731,731,ranked_up_11,RANK/PRESTIGE_14
731,,16317500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16342000,,,,,,732,732,ranked_up_11,RANK/PRESTIGE_14
732,,16342000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16366500,,,,,,733,733,ranked_up_11,RANK/PRESTIGE_14
733,,16366500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16391000,,,,,,734,734,ranked_up_11,RANK/PRESTIGE_14
734,,16391000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16415500,,,,,,735,735,ranked_up_11,RANK/PRESTIGE_14
735,,16415500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16440000,,,,,,736,736,ranked_up_11,RANK/PRESTIGE_14
736,,16440000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16464500,,,,,,737,737,ranked_up_11,RANK/PRESTIGE_14
737,,16464500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16489000,,,,,,738,738,ranked_up_11,RANK/PRESTIGE_14
738,,16489000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16513500,,,,,,739,739,ranked_up_11,RANK/PRESTIGE_14
739,,16513500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16538000,,,,,,740,740,ranked_up_11,RANK/PRESTIGE_14
740,,16538000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16562500,,,,,,741,741,ranked_up_11,RANK/PRESTIGE_14
741,,16562500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16587000,,,,,,742,742,ranked_up_11,RANK/PRESTIGE_14
742,,16587000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16611500,,,,,,743,743,ranked_up_11,RANK/PRESTIGE_14
743,,16611500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16636000,,,,,,744,744,ranked_up_11,RANK/PRESTIGE_14
744,,16636000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16660500,,,,,,745,745,ranked_up_11,RANK/PRESTIGE_14
745,,16660500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16685000,,,,,,746,746,ranked_up_11,RANK/PRESTIGE_14
746,,16685000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16709500,,,,,,747,747,ranked_up_11,RANK/PRESTIGE_14
747,,16709500,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16734000,,,,,,748,748,ranked_up_11,RANK/PRESTIGE_14
748,,16734000,24500,RANK/PRESTIGE_14,RANK/PRESTIGE_14,,16758500,,,,,,749,749,ranked_up_11,RANK/PRESTIGE_14
749,,16758500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,16783000,,,,,,750,750,ranked_up_11,RANK/PRESTIGE_14
750,,16783000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,16807500,,,,,,751,751,ranked_up_11,RANK/PRESTIGE_15
751,,16807500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,16832000,,,,,,752,752,ranked_up_11,RANK/PRESTIGE_15
752,,16832000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,16856500,,,,,,753,753,ranked_up_11,RANK/PRESTIGE_15
753,,16856500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,16881000,,,,,,754,754,ranked_up_11,RANK/PRESTIGE_15
754,,16881000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,16905500,,,,,,755,755,ranked_up_11,RANK/PRESTIGE_15
755,,16905500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,16930000,,,,,,756,756,ranked_up_11,RANK/PRESTIGE_15
